store,websites,sku,mpn,name,price,msrp,height,weight,width,color,categories,finish,image,depth,length,measurements,ebay_title,inside_dimensions,product_collection,extension,volts,btu,number_of_body_sprays,number_of_handles,handshower_included,ada_compliant,gallons_per_flush,bowl_depth,bowl_sizes,lever_placement,installation_type,mirror_included,magnifying,frame,mirror_height,number_of_shelves,number_of_holes,breaker,hp_pump,water_capacity,water_depth,drain_placement,number_of_jets,shape,bed_size,number_type,seat_height,seat_width,fabric_content_leather_grade,faucet_holes,faucet_included,basin_shape,sink_material,sink_color,shelf_included,number_of_basins,number_of_doors,number_of_drawers,number_of_sinks,sink_gauge,sink_type,blower_type,energy_star_compliant,max_cfm,mounting_type,timer,threshold,door_type,frame_type,glass_type,drain_included,sink_included,lead_compliant,spout_height,spout_reach,valve_type,bulb_type,shade_material,safety_rating,light_direction,number_of_lights,wattage,description_import,bullet_1,bullet_2,bullet_3,bullet_4,bullet_5,bullet_6,bullet_7,bullet_8,bullet_9,bullet_10,care_instructions,number_of_chairs_stools,assembly_required,manual,specs,base_material,top_material,vanity_top_included,vanity_base_width,warranty,warranty_link,care_link,material,style,ships_within,upc,url_key,meta_title,meta_description,description,short_description,status,visibility,tax_class_id,type,attribute_set,manufacturer,qty,_media_attribute_id,_media_image,thumbnail,small_image,_media_lable,_media_position,_media_is_disabled,options_container,is_in_stock,amconf_simple_price,has_options,color1,size,associated,config_attributes
admin,base,TOV-TOV-O17-Pink,TOV-O17-Pink,TOV Furniture Reese Pink Velvet Ottoman,191.99,395,,17.75,,,Furniture/Living Room Furniture/Ottomans & Poufs,,/TOV-O17-Pink.jpg,,,20.5&#34;W x 20.5&#34;D x 19.3&#34;H,TOV Furniture TOV-O17-Pink Reese Pink Velvet Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-O17-Pink Reese Pink Velvet Ottoman,TOV Furniture TOV-O17-Pink Reese Pink Velvet Ottoman,TOV Furniture TOV-O17-Pink Reese Pink Velvet Ottoman,"<p>Add a touch of sophistication with this functional and ultra chic ottoman. Available in multiple color options it is perfect for anyone looking for unique style. Featuring Hand-applied nail head detailing, this X-ottoman will be the perfect addition to any decor.</p><p>Leg Material: Upholstery</p><p>Hand-applied nail head trim</p><p>Available in Green, Purple and Pink Velvet</p><p>Ships fully assembled</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-O17-Pink Reese Pink Velvet Ottoman,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-O17-Pink.jpg,/TOV-O17-Pink.jpg,/TOV-O17-Pink.jpg,TOV Furniture TOV-O17-Pink Reese Pink Velvet Ottoman,1,0,Block after Info Column,1,,0,Pink,,,color1
admin,base,TOV-TOV-O17-Purple,TOV-O17-Purple,TOV Furniture Reese Purple Velvet Ottoman,191.99,395,,17.75,,,Furniture/Living Room Furniture/Ottomans & Poufs,,/TOV-O17-Purple.jpg,,,20.5&#34;W x 20.5&#34;D x 19.3&#34;H,TOV Furniture TOV-O17-Purple Reese Purple Velvet Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-O17-Purple Reese Purple Velvet Ottoman,TOV Furniture TOV-O17-Purple Reese Purple Velvet Ottoman,TOV Furniture TOV-O17-Purple Reese Purple Velvet Ottoman,"<p>Add a touch of sophistication with this functional and ultra chic ottoman. Available in multiple color options it is perfect for anyone looking for unique style. Featuring Hand-applied nail head detailing, this X-ottoman will be the perfect addition to any decor.</p><p>Leg Material: Upholstery</p><p>Hand-applied nail head trim</p><p>Available in Green, Purple and Pink Velvet</p><p>Ships fully assembled</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-O17-Purple Reese Purple Velvet Ottoman,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-O17-Purple.jpg,/TOV-O17-Purple.jpg,/TOV-O17-Purple.jpg,TOV Furniture TOV-O17-Purple Reese Purple Velvet Ottoman,1,0,Block after Info Column,1,,0,Purple,,,color1
admin,base,TOV-TOV-CL8,TOV-CL8,TOV Furniture Shev Beige Linen Settee,610.74,1395,,61,,,Furniture/Living Room Furniture/Sofas & Loveseats/Loveseats,,/TOV-CL8.jpg,,,70.08&#34;W x 28.74&#34;D x 33.86&#34;H,TOV Furniture TOV-CL8 Shev Beige Linen Settee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,,10 Business Days,7.52423E+11,TOV Furniture TOV-CL8 Shev Beige Linen Settee,TOV Furniture TOV-CL8 Shev Beige Linen Settee,TOV Furniture TOV-CL8 Shev Beige Linen Settee,"<p>The Victorian inspired Shev settee offers stylish seating for a variety of spaces. Handcrafted with a solid wood frame and gently curved arms and back, this luxurious settee is available in beige linen or brown velvet.</p><p>Seat Dimensions: 42.32&#34; W x 21&#34; D x 20.5&#34; H</p><p>Leg Material: Wood</p><p>Comfortable beige linen settee</p><p>Tufted seat and inner arms</p><p>Solid wood frame</p><p>Curved arms and back</p><p>Spindle natural colored legs</p><p>Kiln dried wood</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Spot clean only</p><p>Minor assembly required</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-CL8 Shev Beige Linen Settee,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-CL8.jpg,/TOV-CL8.jpg,/TOV-CL8.jpg,TOV Furniture TOV-CL8 Shev Beige Linen Settee,1,0,Block after Info Column,1,,0,Beige,,,color1
admin,base,TOV-TOV-CL8-BR,TOV-CL8-BR,TOV Furniture Shev Brown Velvet Settee,616.2,1415,,61,,,Furniture/Living Room Furniture/Sofas & Loveseats/Loveseats,,/TOV-CL8-BR.jpg,,,70.08&#34;W x 28.74&#34;D x 33.86&#34;H,TOV Furniture TOV-CL8-BR Shev Brown Velvet Settee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-CL8-BR Shev Brown Velvet Settee,TOV Furniture TOV-CL8-BR Shev Brown Velvet Settee,TOV Furniture TOV-CL8-BR Shev Brown Velvet Settee,"<p>The Victorian inspired Shev settee offers stylish seating for a variety of spaces. Handcrafted with a solid wood frame and gently curved arms and back, this luxurious settee is available in beige linen or brown velvet.</p><p>Seat Dimensions: 42.32&#34; W x 21&#34; D x 20.5&#34; H</p><p>Leg Material: Wood</p><p>Comfortable brown velvet settee</p><p>Tufted seat and inner arms</p><p>Solid wood frame</p><p>Curved arms and back</p><p>Spindle dark brown legs</p><p>Kiln dried wood</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Spot clean only</p><p>Minor assembly required</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-CL8-BR Shev Brown Velvet Settee,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-CL8-BR.jpg,/TOV-CL8-BR.jpg,/TOV-CL8-BR.jpg,TOV Furniture TOV-CL8-BR Shev Brown Velvet Settee,1,0,Block after Info Column,1,,0,Brown,,,color1
admin,base,TOV-TOV-WIL-GV,TOV-WIL-GV,TOV Furniture Soho Leather Ikat Wing Chair,557.1,1450,,36.5,,,Furniture/Living Room Furniture/Accent Chairs,Grey/Mixed,/TOV-WIL-GV.jpg,,,32.3&#34;W x 36.2&#34;D x 40.2&#34;H,TOV Furniture TOV-WIL-GV Soho Leather Ikat Wing Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonded Leather/Ikat Design,,10 Business Days,7.52423E+11,TOV Furniture TOV-WIL-GV Soho Leather Ikat Wing Chair,TOV Furniture TOV-WIL-GV Soho Leather Ikat Wing Chair,TOV Furniture TOV-WIL-GV Soho Leather Ikat Wing Chair,"<p>Fashion is the art of being cutting edge and bold, while remaining practical and relevant. The Soho Wing Chair will draw attention to your space with its uniquely beautiful  fabric options, designed to emphasize your fashion sense. The Soho Wing Chair is available in Turquoise Velvet or the exclusive Leather Ikat design.</p><p>Seat Dimensions: 21.7&#34; W x 22.8&#34; D x 19.7&#34; H</p><p>Leg Material: Birch</p><p>Hand-applied silver nail head trim</p><p>Grey bonded leather fornt and stylish Ikat design on the back and sides</p><p>Removable seat cushion</p><p>Black stained wooden legs</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Minor assembly required</p><p>May be used for commercial or residential use</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-WIL-GV Soho Leather Ikat Wing Chair,Enabled,"Catalog, Search",None,simple,Default,TOV Furniture,100,88,/TOV-WIL-GV.jpg,/TOV-WIL-GV.jpg,/TOV-WIL-GV.jpg,TOV Furniture TOV-WIL-GV Soho Leather Ikat Wing Chair,1,0,Block after Info Column,1,,0,,,,
admin,base,TOV-TOV-WIL-TV,TOV-WIL-TV,TOV Furniture Soho Turquoise Velvet Wing Chair,554.14,1475,,36.5,,,Furniture/Living Room Furniture/Accent Chairs,Turquoise,/TOV-WIL-TV.jpg,,,32.3&#34;W x 36.2&#34;D x 40.2&#34;H,TOV Furniture TOV-WIL-TV Soho Turquoise Velvet Wing Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-WIL-TV Soho Turquoise Velvet Wing Chair,TOV Furniture TOV-WIL-TV Soho Turquoise Velvet Wing Chair,TOV Furniture TOV-WIL-TV Soho Turquoise Velvet Wing Chair,"<p>Fashion is the art of being cutting edge and bold, while remaining practical and relevant. The Soho Wing Chair will draw attention to your space with its uniquely beautiful  fabric options, designed to emphasize your fashion sense. The Soho Wing Chair is available in Turquoise Velvet or the exclusive Leather Ikat design.</p><p>Seat Dimensions: 21.7&#34; W x 22.8&#34; D x 19.7&#34; H</p><p>Leg Material: Birch</p><p>Hand-applied silver nail head trim</p><p>Turquoise velvet fabric</p><p>Removable seat cushion</p><p>Black stained wooden legs</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Minor assembly required</p><p>May be used for commercial or residential use</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-WIL-TV Soho Turquoise Velvet Wing Chair,Enabled,"Catalog, Search",None,simple,Default,TOV Furniture,100,88,/TOV-WIL-TV.jpg,/TOV-WIL-TV.jpg,/TOV-WIL-TV.jpg,TOV Furniture TOV-WIL-TV Soho Turquoise Velvet Wing Chair,1,0,Block after Info Column,1,,0,,,,
admin,base,TOV-TOV-A42,TOV-A42,TOV Furniture Sullivan Beige Linen Chair,596,770,,32.8,,,Furniture/Living Room Furniture/Accent Chairs,,/TOV-A42.jpg,,,28.54&#34;W x 31&#34;D x 33.85&#34;H,TOV Furniture TOV-A42 Sullivan Beige Linen Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed Linen,,10 Business Days,7.52423E+11,TOV Furniture TOV-A42 Sullivan Beige Linen Chair,TOV Furniture TOV-A42 Sullivan Beige Linen Chair,TOV Furniture TOV-A42 Sullivan Beige Linen Chair,"<p>The chic look of the Sullivan chair adds a beautiful and sophisticated look to any room. The sharp curves add class and vibrancy, complemented by the fresh linen fabric and sleek wooden legs.</p><p>Seat Dimensions: 23.85 W x 22 D x 17.75 H, Arm Height: 18.5</p><p>Leg Material: Beech</p><p>Handmade by skilled furniture craftsman</p><p>Wood frame</p><p>Conocal beechwood legs</p><p>Removeable seat cushion</p><p>Ships assembled</p><p>Spot clean only</p><p>Kiln dried wood</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-A42 Sullivan Beige Linen Chair,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-A42.jpg,/TOV-A42.jpg,/TOV-A42.jpg,TOV Furniture TOV-A42 Sullivan Beige Linen Chair,1,0,Block after Info Column,1,,0,Beige,,,color1
admin,base,TOV-TOV-A42G,TOV-A42G,TOV Furniture Sullivan Grey Linen Chair,596,770,,32.8,,,Furniture/Living Room Furniture/Accent Chairs,,/TOV-A42G.jpg,,,28.54&#34;W x 31&#34;D x 33.85&#34;H,TOV Furniture TOV-A42G Sullivan Grey Linen Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed Linen,,10 Business Days,7.52423E+11,TOV Furniture TOV-A42G Sullivan Grey Linen Chair,TOV Furniture TOV-A42G Sullivan Grey Linen Chair,TOV Furniture TOV-A42G Sullivan Grey Linen Chair,"<p>The chic look of the Sullivan chair adds a beautiful and sophisticated look to any room. The sharp curves add class and vibrancy, complemented by the fresh linen fabric and sleek wooden legs.</p><p>Seat Dimensions: 23.85 W x 22 D x 17.75 H, Arm Height: 18.5</p><p>Leg Material: Beech</p><p>Handmade by skilled furniture craftsman</p><p>Wood frame</p><p>Conocal beechwood legs</p><p>Removeable seat cushion</p><p>Ships assembled</p><p>Spot clean only</p><p>Kiln dried wood</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-A42G Sullivan Grey Linen Chair,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-A42G.jpg,/TOV-A42G.jpg,/TOV-A42G.jpg,TOV Furniture TOV-A42G Sullivan Grey Linen Chair,1,0,Block after Info Column,1,,0,Grey,,,color1
admin,base,TOV-TOV-D24,TOV-D24,TOV Furniture Tee Leather Dining Chair (Set of 2),331.32,1200,,33,,,Furniture/Dining Room Furniture/Dining Room Chairs,Black,/TOV-D24.jpg,,,22.05&#34;W x 24.41&#34;D x 37&#34;H,TOV Furniture TOV-D24 Tee Leather Dining Chair (Set of 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonded Leather,,10 Business Days,7.52423E+11,TOV Furniture TOV-D24 Tee Leather Dining Chair (Set of 2),TOV Furniture TOV-D24 Tee Leather Dining Chair (Set of 2),TOV Furniture TOV-D24 Tee Leather Dining Chair (Set of 2),<p>This European designed dining chair features a sculpted back finished with hand-applied silver nail head trim and a solid wood frame. Available in black bonded leather with black birch wood legs.</p><p>Seat Dimensions: 18.7&#34; W x 18.1&#34; D x 19.49&#34; H</p><p>Leg Material: Birch</p><p>Comfortable black bonded leather</p><p>Hand-applied silver nail heads</p><p>Solid wood frame</p><p>Curved back for added comfort</p><p>Black birch legs</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Sold in sets of 2</p><p>Ships assembled</p><p>One year manufacturer&#39;s warranty</p>,TOV Furniture TOV-D24 Tee Leather Dining Chair (Set of 2),Enabled,"Catalog, Search",None,simple,Default,TOV Furniture,100,88,/TOV-D24.jpg,/TOV-D24.jpg,/TOV-D24.jpg,TOV Furniture TOV-D24 Tee Leather Dining Chair (Set of 2),1,0,Block after Info Column,1,,0,,,,
admin,base,TOV-TOV-D26,TOV-D26,TOV Furniture Tess Grey Leather Dining Chair,264,395,,31.9,,,Furniture/Dining Room Furniture/Dining Room Chairs,Grey,/TOV-D26.jpg,,,21&#34;W x 23.75&#34;D x 36.25&#34;H,TOV Furniture TOV-D26 Tess Grey Leather Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonded Leather,,10 Business Days,7.52423E+11,TOV Furniture TOV-D26 Tess Grey Leather Dining Chair,TOV Furniture TOV-D26 Tess Grey Leather Dining Chair,TOV Furniture TOV-D26 Tess Grey Leather Dining Chair,"<p>With the perfect blend of simplicity and elegance, the Tess Dining Chair makes a unique contribution to your dining room area. The smooth leather finish and sturdy, straight back provide a rich look while never compromising on comfort.</p><p>Seat Dimensions: 17.2 W x 18.2 D x 19.3 H</p><p>Leg Material: Birch</p><p>Handmade by skilled furniture craftsman</p><p>Exposed stiching</p><p>Solid wood frame</p><p>Over 125 hand-applied nail heads per chair</p><p>Tufted front</p><p>Kiln dried wood</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-D26 Tess Grey Leather Dining Chair,Enabled,"Catalog, Search",None,simple,Default,TOV Furniture,100,88,/TOV-D26.jpg,/TOV-D26.jpg,/TOV-D26.jpg,TOV Furniture TOV-D26 Tess Grey Leather Dining Chair,1,0,Block after Info Column,1,,0,,,,
admin,base,TOV-TOV-TRI-BL,TOV-TRI-BL,TOV Furniture Tribeca Beige Linen Chair,508.88,1200,,43,,,Furniture/Living Room Furniture/Accent Chairs,,/TOV-TRI-BL.jpg,,,26.8&#34;W x 31.1&#34;D x 46.4&#34;H,TOV Furniture TOV-TRI-BL Tribeca Beige Linen Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural Linen,,10 Business Days,7.52423E+11,TOV Furniture TOV-TRI-BL Tribeca Beige Linen Chair,TOV Furniture TOV-TRI-BL Tribeca Beige Linen Chair,TOV Furniture TOV-TRI-BL Tribeca Beige Linen Chair,"<p>Accent your room with these ultra chic, modern chairs, or upgrade your dining room to compliment your creative spirit. The Tribeca chair is available in grey or blue velvet, or beige linen with silver nailheads and reclaimed oak legs.</p><p>Seat Dimensions: 20.5&#34; W x 20.5&#34; D x 19&#34; H, Arm Height: 25&#34;</p><p>Leg Material: Reclaimed Oak</p><p>Hand-applied copper nail head trim</p><p>Beige linen upholstery</p><p>Can be used as a dining or accent chair</p><p>Available in 3 color options</p><p>Reclaimed oak wood legs</p><p>Spot clean only</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Minor assembly required</p><p>May be used for commercial or residential use</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-TRI-BL Tribeca Beige Linen Chair,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-TRI-BL.jpg,/TOV-TRI-BL.jpg,/TOV-TRI-BL.jpg,TOV Furniture TOV-TRI-BL Tribeca Beige Linen Chair,1,0,Block after Info Column,1,,0,Beige,,,color1
admin,base,TOV-TOV-TRI-NV,TOV-TRI-NV,TOV Furniture Tribeca Blue Velvet Chair,500.6,1250,,43,,,Furniture/Living Room Furniture/Accent Chairs,,/TOV-TRI-NV.jpg,,,26.8&#34;W x 31.1&#34;D x 46.4&#34;H,TOV Furniture TOV-TRI-NV Tribeca Blue Velvet Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-TRI-NV Tribeca Blue Velvet Chair,TOV Furniture TOV-TRI-NV Tribeca Blue Velvet Chair,TOV Furniture TOV-TRI-NV Tribeca Blue Velvet Chair,"<p>Accent your room with these ultra chic, modern chairs, or upgrade your dining room to compliment your creative spirit. The Tribeca chair is available in grey or blue velvet, or beige linen with silver nailheads and black wood legs.</p><p>Seat Dimensions: 20.5&#34; W x 20.5&#34; D x 19&#34; H, Arm Height: 25&#34;</p><p>Leg Material: Wood</p><p>Hand-applied silver nail head trim</p><p>Blue velvet fabric</p><p>Can be used as a dining or accent chair</p><p>Available in 3 color options</p><p>Black stained legs</p><p>Spot clean only</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Minor assembly required</p><p>May be used for commercial or residential use</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-TRI-NV Tribeca Blue Velvet Chair,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-TRI-NV.jpg,/TOV-TRI-NV.jpg,/TOV-TRI-NV.jpg,TOV Furniture TOV-TRI-NV Tribeca Blue Velvet Chair,1,0,Block after Info Column,1,,0,Blue,,,color1
admin,base,TOV-TOV-TRI-GV,TOV-TRI-GV,TOV Furniture Tribeca Grey Velvet Chair,568.88,1250,,43,,,Furniture/Living Room Furniture/Accent Chairs,,/TOV-TRI-GV.jpg,,,26.8&#34;W x 31.1&#34;D x 46.4&#34;H,TOV Furniture TOV-TRI-GV Tribeca Grey Velvet Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-TRI-GV Tribeca Grey Velvet Chair,TOV Furniture TOV-TRI-GV Tribeca Grey Velvet Chair,TOV Furniture TOV-TRI-GV Tribeca Grey Velvet Chair,"<p>Accent your room with these ultra chic, modern chairs, or upgrade your dining room to compliment your creative spirit. The Tribeca chair is available in grey or blue velvet, or beige linen with silver nailheads and black wood legs.</p><p>Seat Dimensions: 20.5&#34; W x 20.5&#34; D x 19&#34; H, Arm Height: 25&#34;</p><p>Leg Material: Wood</p><p>Hand-applied silver nail head trim</p><p>Grey velvet fabric</p><p>Can be used as a dining or accent chair</p><p>Available in 3 color options</p><p>Black stained legs</p><p>Spot clean only</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Minor assembly required</p><p>May be used for commercial or residential use</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-TRI-GV Tribeca Grey Velvet Chair,Enabled,Not Visible Individually,None,simple,Default,TOV Furniture,100,88,/TOV-TRI-GV.jpg,/TOV-TRI-GV.jpg,/TOV-TRI-GV.jpg,TOV Furniture TOV-TRI-GV Tribeca Grey Velvet Chair,1,0,Block after Info Column,1,,0,Grey,,,color1
admin,base,TOV-TOV-UPT-GBLGV,TOV-UPT-GBLGV,TOV Furniture Uptown Leather/Velvet Dining Chair (Set of 2),751.98,990,,23.3,,,Furniture/Dining Room Furniture/Dining Room Chairs,Grey,/TOV-UPT-GBLGV.jpg,,,22&#34;W x 24.8&#34;D x 36.6&#34;H,TOV Furniture TOV-UPT-GBLGV Uptown Leather/Velvet Dining Chair (Set of 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonded Leather/Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-UPT-GBLGV Uptown Leather/Velvet Dining Chair (Set of 2),TOV Furniture TOV-UPT-GBLGV Uptown Leather/Velvet Dining Chair (Set of 2),TOV Furniture TOV-UPT-GBLGV Uptown Leather/Velvet Dining Chair (Set of 2),<p>Eclectic inspiration mixes Manhattan sophistication with distinct European Flair. The Uptown Dining Chair offers Grey bonded leather seating on the front with a contemporary velvet back and reclaimed oak legs.</p><p>Seat Dimensions: 22&#34; W x 18.1&#34; D x 19.7&#34; H</p><p>Leg Material: Reclaimed Oak</p><p>Grey velvet back and grey bonded leather front</p><p>Legs are made from reclaimed oak</p><p>Stylish design</p><p>Hand-applied rustic silver nail head trim</p><p>Rustic silver 3.5&#34; handle on back</p><p>Tufted seat back</p><p>Sold in sets of 2</p><p>Polyurethane foam cushioning is CA117 fire retardant</p><p>Minor assembly required</p><p>May be used for commercial or residential use</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>,TOV Furniture TOV-UPT-GBLGV Uptown Leather/Velvet Dining Chair (Set of 2),Enabled,"Catalog, Search",None,simple,Default,TOV Furniture,100,88,/TOV-UPT-GBLGV.jpg,/TOV-UPT-GBLGV.jpg,/TOV-UPT-GBLGV.jpg,TOV Furniture TOV-UPT-GBLGV Uptown Leather/Velvet Dining Chair (Set of 2),1,0,Block after Info Column,1,,0,,,,
admin,base,TOV-TOV-A41,TOV-A41,TOV Furniture Vivi Grey Velvet Slipper Chair,424,699,,26.45,,,Furniture/Living Room Furniture/Accent Chairs,Grey,/TOV-A41.jpg,,,32.48&#34;W x 21.65&#34;D x 34.25&#34;H,TOV Furniture TOV-A41 Vivi Grey Velvet Slipper Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Velvet,,10 Business Days,7.52423E+11,TOV Furniture TOV-A41 Vivi Grey Velvet Slipper Chair,TOV Furniture TOV-A41 Vivi Grey Velvet Slipper Chair,TOV Furniture TOV-A41 Vivi Grey Velvet Slipper Chair,"<p>Slip into something comfortable with the Vivi slipper chair. Covered in a scrumptious velvet upholstery and perched on reclaimed oak legs, this chair is a fashionable addition to living rooms, bedrooms and entryways.</p><p>Seat Dimensions: 21.65&#34; W x 18.5&#34; D x 18.3&#34; H</p><p>Leg Material: Reclaimed Oak</p><p>Castor front legs</p><p>Reclaimed Oak legs</p><p>Tufted seat and back</p><p>Piped stitching</p><p>Spot clean only</p><p>Fabric swatch available</p><p>One year manufacturer&#39;s warranty</p>",TOV Furniture TOV-A41 Vivi Grey Velvet Slipper Chair,Enabled,"Catalog, Search",None,simple,Default,TOV Furniture,100,88,/TOV-A41.jpg,/TOV-A41.jpg,/TOV-A41.jpg,TOV Furniture TOV-A41 Vivi Grey Velvet Slipper Chair,1,0,Block after Info Column,1,,0,,,,
